Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
LRRIQ1,LRRIQ1,-0.727983552,0.043081497,-0.994213847,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LRRIQ1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRIQ1)
SNRPD3,SNRPD3,2.069814367,0.330924688,0.994071468,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SNRPD3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3)
STAU2,STAU2,-0.582691912,0.019687728,-0.993958429,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STAU2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAU2)
GREM1,GREM1,-2.018975174,0.322067953,-0.993441755,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GREM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM1)
PPIH,PPIH,1.263645419,0.163649726,0.99333235,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPIH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIH)
OR51B6,OR51B6_ENST00000380219.1,1.506619018,0.219350108,0.99265424,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OR51B6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR51B6)
ATHL1,ATHL1,-0.589827178,0.020794328,-0.992121815,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATHL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATHL1)
F12,F12_P1,0.620744404,0.025328603,0.99094939,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=F12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=F12)
ELAVL3,ELAVL3_P2,0.897428321,0.078748892,0.990541489,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ELAVL3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL3)
CSTB,CSTB,0.839209805,0.066306582,0.988961219,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSTB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTB)
ACSL5,ACSL5_P2,-1.273498356,0.16733496,-0.98876108,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ACSL5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL5)
ZNF569,ZNF569,1.377811368,0.191689752,0.988443398,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF569+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF569)
SEPP1,SEPP1,0.644896686,0.029358389,0.988154413,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SEPP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPP1)
SFTA3,SFTA3,-1.116135237,0.130253189,-0.988015897,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SFTA3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3)
MPV17,MPV17,-0.922354296,0.084953077,-0.987676244,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MPV17+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPV17)
PEX11B,PEX11B,-0.848068721,0.068532971,-0.987237172,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PEX11B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX11B)
FAM110D,FAM110D,-3.429046078,0.51547218,-0.986861522,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM110D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM110D)
MPST,MPST,-0.876219972,0.074781448,-0.986804304,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MPST+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPST)
LATS1,LATS1,1.066518869,0.118860838,0.986488585,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LATS1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1)
HIC2,HIC2_P2,1.234706068,0.158901849,0.986370931,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HIC2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIC2)
MYBPH,MYBPH,-1.493189973,0.218622995,-0.985959552,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MYBPH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPH)
FANK1,FANK1,1.020071847,0.108011933,0.985928269,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FANK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANK1)
WDR60,WDR60,1.985298753,0.318884263,0.985436612,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WDR60+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR60)
SHMT1,SHMT1,1.004928474,0.104575085,0.985404496,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SHMT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT1)
FSIP1,FSIP1,1.046187598,0.114380985,0.985138543,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FSIP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP1)
RERE,RERE,0.646235607,0.029953578,0.984573093,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RERE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RERE)
TMEM202,TMEM202,-1.327701802,0.181501689,-0.983985468,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM202+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM202)
ANKRD28,ANKRD28,-3.595045243,0.532498651,-0.983897332,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ANKRD28+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD28)
GPC4,GPC4,1.374919975,0.192592026,0.983565087,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPC4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC4)
SCN1B,SCN1B,-1.844564531,0.292973734,-0.983468893,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCN1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1B)
ZNF33A,ZNF33A,0.489333483,0.009782766,0.983334403,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF33A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF33A)
GATAD2A,GATAD2A_P2,-0.707940404,0.040897417,-0.98283658,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GATAD2A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATAD2A)
PNLIP,PNLIP,0.896221597,0.080108803,0.982545441,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PNLIP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNLIP)
EFCAB1,EFCAB1,1.896133352,0.303275895,0.982504452,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EFCAB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB1)
NECAP2,NECAP2,-1.172545361,0.145283362,-0.982339883,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NECAP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECAP2)
CDH17,CDH17_P1,-1.02880026,0.111066929,-0.981902644,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDH17+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH17)
USHBP1,USHBP1,-1.322944393,0.181343488,-0.980960668,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=USHBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=USHBP1)
ASXL1,ASXL1,-0.670409922,0.034417507,-0.980957599,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ASXL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL1)
WDR52,WDR52,-0.87151934,0.074898763,-0.980917116,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WDR52+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR52)
HESX1,HESX1_P1,0.984490429,0.100911753,0.980609812,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HESX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1)
CTAG1B,CTAG1B_ENST00000328435.2,-0.904693242,0.082440351,-0.98056097,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTAG1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1B)
CSTF3,CSTF3,-1.029373963,0.111537521,-0.980560033,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSTF3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTF3)
BIN1,BIN1,-1.665387158,0.25776005,-0.980553965,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BIN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1)
C3orf84,C3orf84,-0.842571516,0.068713283,-0.979876381,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C3orf84+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3orf84)
FOXRED2,FOXRED2,-0.71436299,0.042576374,-0.979271165,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FOXRED2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXRED2)
HOXA11,HOXA11,1.261275188,0.16733496,0.97927085,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HOXA11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA11)
AGXT,AGXT,-0.835665053,0.06733631,-0.979191098,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AGXT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGXT)
LOC389895,LOC389895,-1.607383886,0.245985501,-0.979042239,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LOC389895+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC389895)
TNNI3K,TNNI3K_ENST00000326637.3,0.917644343,0.085740435,0.978956122,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TNNI3K+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3K)
SLC46A3,SLC46A3,1.45840767,0.213184634,0.978947547,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC46A3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A3)
NRM,NRM,-0.917534178,0.085814587,-0.978494125,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NRM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRM)
MREG,MREG,1.920369528,0.309457235,0.978235007,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MREG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MREG)
C17orf82,C17orf82,-1.318837802,0.181343488,-0.977915638,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C17orf82+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C17orf82)
MAP3K13,MAP3K13_P1,0.491155434,0.010242262,0.977204868,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K13)
GJA3,GJA3,0.940068738,0.091335282,0.977071183,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GJA3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA3)
C1orf186,C1orf186,-0.529755358,0.014356513,-0.976313187,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C1orf186+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf186)
FZD6,FZD6,1.716118729,0.269926953,0.976048958,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FZD6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD6)
DDX28,DDX28,-0.608520388,0.024952679,-0.975386872,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DDX28+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX28)
TNPO2,TNPO2_P1,-1.981451471,0.322067953,-0.974978124,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TNPO2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO2)
SEC31A,SEC31A_P2,-0.650755739,0.031801768,-0.97453843,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SEC31A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC31A)
DIABLO,DIABLO,0.495852676,0.010830917,0.974516509,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DIABLO+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIABLO)
ELAVL2,ELAVL2_P2,-1.509405331,0.226142479,-0.974499026,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ELAVL2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2)
LPA,LPA,-0.882408671,0.078748892,-0.973963467,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LPA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA)
SNAP25,SNAP25,-1.045214761,0.116995604,-0.973962948,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SNAP25+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP25)
FAM71E2,FAM71E2_P1,-1.350446521,0.190031644,-0.973907021,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM71E2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM71E2)
FAM162B,FAM162B,0.744525166,0.049197888,0.973878783,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM162B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM162B)
UBA6,UBA6,-1.677107806,0.262760946,-0.973459086,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UBA6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA6)
MNAT1,MNAT1,0.511282477,0.01247962,0.973378887,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MNAT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNAT1)
TPST2,TPST2_P1,-1.135038607,0.13881838,-0.973355793,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TPST2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPST2)
C1orf43,C1orf43,-0.701984745,0.041194792,-0.972359567,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C1orf43+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf43)
PEPD,PEPD,0.679012917,0.037008946,0.972138231,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PEPD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEPD)
CCDC152,CCDC152,2.330994758,0.382898776,0.971829062,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCDC152+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC152)
GIMAP1,GIMAP1_ENST00000307194.5,-0.611622789,0.025780366,-0.971691803,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GIMAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIMAP1)
SIPA1L3,SIPA1L3,0.989717307,0.104329355,0.971500054,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SIPA1L3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L3)
FOXP4,FOXP4,0.868366942,0.076085419,0.971440853,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FOXP4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP4)
SLC12A8,SLC12A8_ENST00000469902.1,-1.033400049,0.114837458,-0.971309683,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC12A8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A8)
OTUD4,OTUD4,-0.605385787,0.024883707,-0.971090208,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OTUD4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD4)
OR2C3,OR2C3_ENST00000366487.3,1.638907864,0.255551407,0.971088512,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OR2C3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2C3)
ZAR1L,ZAR1L,-1.683854955,0.265106385,-0.970876774,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZAR1L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAR1L)
FTCD,FTCD_P2,1.376657183,0.197146796,0.970832794,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FTCD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTCD)
SKA3,SKA3,-2.367756631,0.389110401,-0.970607752,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SKA3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKA3)
GALE,GALE,1.244459858,0.166063398,0.970337807,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALE)
CXorf21,CXorf21,2.862417836,0.4581807,0.970254333,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CXorf21+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXorf21)
GART,GART,-1.14817614,0.143103304,-0.969462914,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GART+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART)
MORF4L2,MORF4L2_P1,-1.035757568,0.115961062,-0.969145738,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MORF4L2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORF4L2)
DBX2,DBX2,0.690222573,0.03943788,0.969132156,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DBX2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBX2)
GALR2,GALR2,0.48040169,0.009617105,0.968948896,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALR2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR2)
CACNA1B,CACNA1B,-0.895747042,0.082885866,-0.96876791,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CACNA1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B)
KIAA0355,KIAA0355,-1.324091798,0.185649987,-0.968315053,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KIAA0355+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0355)
SCMH1,SCMH1_ENST00000402904.2,0.99453912,0.106282495,0.968221883,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SCMH1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCMH1)
HK1,HK1_P1,-0.83173303,0.068533022,-0.968220516,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1)
SLC27A2,SLC27A2,-0.784410624,0.058368893,-0.967820371,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC27A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A2)
ANAPC11,ANAPC11,-1.219322876,0.160864265,-0.967581989,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ANAPC11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC11)
TTC19,TTC19,1.743405612,0.278645267,0.967500032,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TTC19+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC19)
GNG10,GNG10,-2.827847388,0.454852384,-0.967490082,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNG10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG10)
OAZ1,OAZ1,-1.913097828,0.312159196,-0.967307921,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OAZ1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ1)
NOXA1,NOXA1,1.060436097,0.122453508,0.96714823,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NOXA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOXA1)
CCL19,CCL19,0.951108909,0.096225547,0.967001568,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCL19+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL19)
COL4A2,COL4A2,-1.824990005,0.295427232,-0.9664225,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COL4A2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2)
TSNAXIP1,TSNAXIP1,-2.295369273,0.379345028,-0.966271513,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TSNAXIP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSNAXIP1)
ZHX1-C8ORF76,ZHX1-C8ORF76,-0.759490581,0.0534319,-0.966223451,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZHX1-C8ORF76+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZHX1-C8ORF76)
DNAJC12,DNAJC12,0.601999501,0.024883707,0.965658318,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DNAJC12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC12)
HECTD4,HECTD4,0.845784927,0.072179008,0.965538849,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HECTD4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HECTD4)
C14orf93,C14orf93_P1,1.416968893,0.208320589,0.965335289,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C14orf93+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C14orf93)
SUFU,SUFU,-0.383937471,0.003067125,-0.964937937,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SUFU+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUFU)
TFDP3,TFDP3,0.523196337,0.014345649,0.964397244,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TFDP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP3)
HIST1H3H,HIST1H3H_ENST00000369163.2,-1.355249691,0.194295702,-0.964310037,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HIST1H3H+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST1H3H)
C15orf62,C15orf62,-0.658924856,0.034417474,-0.964152692,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C15orf62+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf62)
YY1AP1,YY1AP1,-2.453548458,0.404646726,-0.964057999,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=YY1AP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1AP1)
GPR20,GPR20,-1.256459308,0.17089247,-0.964052419,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GPR20+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR20)
SESN1,SESN1_ENST00000436639.2,-0.687906577,0.039687034,-0.963998819,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SESN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN1)
ADH1C,ADH1C,0.707450596,0.043393254,0.96395646,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ADH1C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1C)
FAM217B,FAM217B_P2,-1.336565802,0.190031644,-0.963896606,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM217B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM217B)
SFT2D1,SFT2D1,-0.491763033,0.010967539,-0.963801846,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SFT2D1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFT2D1)
CEP19,CEP19,0.958261123,0.098868908,0.962995183,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CEP19+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP19)
STMN2,STMN2,0.734671381,0.048927343,0.962748915,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STMN2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN2)
