ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP3931	Embryonic stem cell pluripotency pathways	2/67	117/8205	0.247620353311187	0.335485639969995	0.23422735336251	3725/324	2
WP3529	Zinc homeostasis	1/67	37/8205	0.262171186680107	0.348264958823698	0.243149541606234	7779	1
WP4150	Wnt signaling in kidney disease	1/67	37/8205	0.262171186680107	0.348264958823698	0.243149541606234	5599	1
WP4331	Neovascularisation processes	1/67	37/8205	0.262171186680107	0.348264958823698	0.243149541606234	5599	1
WP4844	Influence of laminopathies on Wnt signaling	1/67	37/8205	0.262171186680107	0.348264958823698	0.243149541606234	324	1
WP5115	Network map of SARS-CoV-2 signaling pathway	3/67	218/8205	0.262975581152588	0.348264958823698	0.243149541606234	3725/5599/836	3
WP170	Nuclear receptors	1/67	38/8205	0.268223406378005	0.352043220871131	0.245787425957288	2494	1
WP3591	Sleep regulation	1/67	38/8205	0.268223406378005	0.352043220871131	0.245787425957288	191	1
WP524	G13 signaling pathway	1/67	39/8205	0.274226716255888	0.358322909241028	0.250171741145723	6242	1
WP127	IL-5 signaling pathway	1/67	40/8205	0.280181505627779	0.36287824957959	0.253352161360616	3725	1
WP4564	Neural crest cell migration during development	1/67	40/8205	0.280181505627779	0.36287824957959	0.253352161360616	3725	1
WP405	Eukaryotic transcription initiation	1/67	42/8205	0.291947064875347	0.3731389983923	0.260515949468308	5434	1
WP49	IL-2 signaling pathway	1/67	42/8205	0.291947064875347	0.3731389983923	0.260515949468308	3725	1
WP5220	Metabolic reprogramming in pancreatic cancer	1/67	42/8205	0.291947064875347	0.3731389983923	0.260515949468308	7157	1
WP3915	Angiopoietin-like protein 8 regulatory pathway	2/67	132/8205	0.29318064159395	0.3731389983923	0.260515949468308	5599/7786	2
WP4565	Neural crest cell migration in cancer	1/67	43/8205	0.297758598215217	0.375712565988299	0.262312747467663	3725	1
WP5198	Inflammatory bowel disease signaling	1/67	43/8205	0.297758598215217	0.375712565988299	0.262312747467663	3725	1
WP4756	Renin-angiotensin-aldosterone system (RAAS)	1/67	44/8205	0.303523138024035	0.379726819485389	0.265115394914611	468	1
WP5085	Vasopressin-regulated water reabsorption	1/67	44/8205	0.303523138024035	0.379726819485389	0.265115394914611	51626	1
WP4566	Translation inhibitors in chronically activated PDGFRA cells	1/67	46/8205	0.314912731272342	0.392306538110459	0.273898227467023	5599	1
WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	1/67	47/8205	0.320538524507389	0.397630068376255	0.277614977921123	5599	1
WP1541	Energy metabolism	1/67	48/8205	0.32611880384767	0.402852640047121	0.281261241708517	2033	1
WP2637	Interleukin-1 (IL-1) structural pathway	1/67	49/8205	0.331653931975928	0.405539359815473	0.283137039613381	5599	1
WP3981	miRNA regulation of prostate cancer signaling pathways	1/67	49/8205	0.331653931975928	0.405539359815473	0.283137039613381	7157	1
WP4673	Male infertility	2/67	145/8205	0.33243192420248	0.405539359815473	0.283137039613381	9319/2033	2
WP107	Translation factors	1/67	50/8205	0.337144268728946	0.409588491761612	0.28596403828684	9451	1
WP395	IL-4 signaling pathway	1/67	54/8205	0.358664800341964	0.432161685657941	0.301724055507692	2033	1
WP5097	CCL18 signaling pathway	1/67	54/8205	0.358664800341964	0.432161685657941	0.301724055507692	2033	1
WP2795	Cardiac hypertrophic response	1/67	55/8205	0.36393647969138	0.436452631952035	0.304719882673279	5599	1
WP289	Myometrial relaxation and contraction pathways	2/67	156/8205	0.365195059388438	0.436452631952035	0.304719882673279	3725/468	2
WP4917	Proximal tubule transport	1/67	57/8205	0.374352106210808	0.44558509808088	0.311095933139175	245972	1
WP4239	Epithelial to mesenchymal transition in colorectal cancer	2/67	162/8205	0.382823961502654	0.453831631781373	0.316853448612129	7157/5599	2
WP3865	Novel intracellular components of RIG-I-like receptor pathway	1/67	60/8205	0.389661283365357	0.460081997226566	0.321217291296743	5599	1
WP5072	Modulators of TCR signaling and T cell activation	1/67	61/8205	0.394681871949092	0.462296694633598	0.322763535458473	10425	1
WP61	Notch signaling pathway	1/67	61/8205	0.394681871949092	0.462296694633598	0.322763535458473	2033	1
WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	1/67	62/8205	0.399661773051672	0.466272068560284	0.325539038199983	3725	1
WP474	Endochondral ossification	1/67	63/8205	0.404601311453433	0.466481512028664	0.325685266185426	1028	1
WP4808	Endochondral ossification with skeletal dysplasias	1/67	63/8205	0.404601311453433	0.466481512028664	0.325685266185426	1028	1
WP5222	2q13 copy number variation syndrome	1/67	63/8205	0.404601311453433	0.466481512028664	0.325685266185426	5434	1
WP4313	Ferroptosis	1/67	65/8205	0.414360586530955	0.474015612607396	0.330945379371437	7157	1
WP4329	miRNA role in immune response in sepsis	1/67	65/8205	0.414360586530955	0.474015612607396	0.330945379371437	5599	1
WP5316	Primary ovarian insufficiency	2/67	174/8205	0.417454511823959	0.475703978590093	0.332124152613921	5460/2488	2
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	1/67	66/8205	0.419180960081622	0.475827035768328	0.332210067937071	2033	1
WP1403	AMP-activated protein kinase signaling	1/67	67/8205	0.423962244720341	0.479403461337616	0.334707035305532	7157	1
WP2525	Trans-sulfuration, one-carbon metabolism and related pathways	1/67	68/8205	0.428704752658868	0.482908801845622	0.337154372931959	191	1
WP2371	Parkinson's disease pathway	1/67	71/8205	0.442702701670198	0.496773260652818	0.346834177684567	836	1
WP4223	Ras signaling	2/67	184/8205	0.445581144846499	0.497419060240744	0.347285058170229	5599/27	2
WP2572	Primary focal segmental glomerulosclerosis (FSGS)	1/67	72/8205	0.44729317609706	0.497419060240744	0.347285058170229	1028	1
WP702	Metapathway biotransformation Phase I and II	2/67	185/8205	0.448353914842847	0.497419060240744	0.347285058170229	11185/89792	2
WP4655	Cytosolic DNA-sensing pathway	1/67	74/8205	0.456362666417354	0.504400841829707	0.352159556594317	5434	1
WP4656	Joubert syndrome	1/67	76/8205	0.465285518727722	0.512336863318166	0.357700280512146	468	1
WP4538	Regulatory circuits of the STAT3 signaling pathway	1/67	78/8205	0.474064068562039	0.52005535879567	0.3630891334234	5599	1
WP306	Focal adhesion	2/67	198/8205	0.483693658523108	0.528646600765033	0.369087315249486	3725/5599	2
WP4016	DNA IR-damage and cellular response via ATR	1/67	81/8205	0.486966345133667	0.530252242478882	0.370208332557759	7157	1
WP4022	Pyrimidine metabolism	1/67	84/8205	0.499556712405243	0.539962034732138	0.37698745711696	5434	1
WP4806	EGFR tyrosine kinase inhibitor resistance	1/67	84/8205	0.499556712405243	0.539962034732138	0.37698745711696	581	1
WP4018	Clear cell renal cell carcinoma pathways	1/67	86/8205	0.507780683405265	0.546840735974901	0.381789987522756	2033	1
WP2840	Hair follicle development: cytodifferentiation - part 3 of 3	1/67	87/8205	0.51184259918453	0.549203372847634	0.383439519173966	3725	1
WP5234	Bardet-Biedl syndrome	1/67	88/8205	0.515871491258271	0.551513521563388	0.385052404958327	51626	1
WP2328	Allograft rejection	1/67	90/8205	0.523831260003928	0.557994168265054	0.389577024030382	836	1
WP4746	Thyroid hormones production and peripheral downstream signaling effects	1/67	94/8205	0.539366010013977	0.572467895105087	0.399682203886473	7157	1
WP4540	Hippo signaling regulation pathways	1/67	98/8205	0.554401267651722	0.586309254279159	0.409345881075675	4771	1
WP4536	Genes related to primary cilium development (based on CRISPR)	1/67	103/8205	0.572516989224174	0.603297472515796	0.421206613464304	51626	1
WP1544	MicroRNAs in cardiomyocyte hypertrophy	1/67	104/8205	0.5760520869435	0.604854691290675	0.422293823135272	5599	1
WP4787	Osteoblast differentiation and related diseases	1/67	119/8205	0.625748603133751	0.654697826766273	0.457093004724036	5599	1
WP4946	DNA repair pathways, full network	1/67	120/8205	0.628849622622997	0.655609181032486	0.457729288583368	27434	1
WP4541	Hippo-Merlin signaling dysregulation	1/67	121/8205	0.631925327667432	0.65648779623401	0.45834271487874	4771	1
WP411	mRNA processing	1/67	126/8205	0.646931204067186	0.66971047181603	0.467574443265757	56339	1
WP4217	Ebola virus infection in host	1/67	129/8205	0.655643737834976	0.676348276924502	0.472208786252337	2033	1
WP4657	22q11.2 copy number variation syndrome	1/67	130/8205	0.658500581515642	0.676920178201394	0.472608072858116	7157	1
WP2884	NRF2 pathway	1/67	141/8205	0.68842538560402	0.705216248667532	0.492363653742101	55117	1
WP2858	Ectoderm differentiation	1/67	142/8205	0.691014113178986	0.705410240536882	0.492499093822742	4771	1
WP51	Regulation of actin cytoskeleton	1/67	151/8205	0.713379324790123	0.725721527641163	0.506679906516387	324	1
WP4172	PI3K-Akt signaling pathway	2/67	339/8205	0.77114121070035	0.781777641192769	0.545816827900429	7157/468	2
WP4803	Ciliopathies	1/67	184/8205	0.782556722735981	0.790624317815733	0.551993347562005	51626	1
WP2877	Vitamin D receptor pathway	1/67	187/8205	0.787960960913344	0.793357953796313	0.553901901146727	7869	1
WP455	GPCRs, class A rhodopsin-like	1/67	261/8205	0.886368873017381	0.889394022754642	0.620951788174562	10936	1
WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	1/67	302/8205	0.919776665159433	0.919776665159433	0.642164159348691	468	1
